headline,source,publish_date,year,url,source_split
Praying the rosary: Understanding the tradition that helps Catholics meditate on Jesus and Mother Mary,FoxNews,2022-11-13,2022,https://www.foxnews.com/lifestyle/praying-rosary-understanding-tradition-helps-catholics-meditate-jesus-mother-mary,starter
Massachusetts' Smith College racism accusations back in spotlight after report details 2018 investigation,FoxNews,2021-02-25,2021,https://www.foxnews.com/us/smith-college-racism-oumou-kanoute-eating-while-black,starter
Flashback: Kamala Harris was open to packing Supreme Court to shift balance away from conservatives,FoxNews,2020-09-21,2020,https://www.foxnews.com/politics/kamala-harris-packing-supreme-court-conservative-balance,starter
Kristen Cavallari and Jay Cutler to divorce after 10 years together,NBC,2020-04-26,2020,https://www.nbcnews.com/pop-culture/celebrity/kristen-cavallari-husband-jay-cutler-divorce-after-10-years-together-n1192966,starter
Why Atlanta spa shooter's Asian 'acquaintances' can't tell us much about his racial biases,NBC,2021-07-29,2021,https://www.nbcnews.com/news/asian-america/why-atlanta-spa-shooter-s-asian-acquaintances-can-t-tell-n1275348,starter
101+ Latino-Owned Businesses to Support in 2026 and Beyond,NBC,2021-10-15,2021,https://www.nbcnews.com/select/shopping/latino-owned-businesses-shop-ncna1281477,starter
Prosecutor tells jurors 'ecstatic' Jan. 6 defendant bragged about carrying gun,NBC,2022-03-07,2022,https://www.nbcnews.com/politics/justice-department/prosecutors-tells-jurors-ecstatic-jan-6-defendant-bragged-carrying-gun-rcna18967,starter
Jan. 6 committee avoids criticizing law enforcement in summary,NBC,2022-12-20,2022,https://www.nbcnews.com/politics/congress/jan-6-committee-avoids-criticizing-law-enforcement-summary-rcna61935,starter
The best portable air conditioners under $400,NBC,2021-05-07,2021,https://www.nbcnews.com/select/shopping/affordable-portable-air-conditioners-ncna1266638,starter
"Best Disposable Face Masks, According to Doctors | NBC Select",NBC,2021-01-05,2021,https://www.nbcnews.com/select/shopping/best-disposable-face-mask-ncna1252865,starter
QAnon follower who led the mob that chased Police Officer Eugene Goodman on Jan. 6 sentenced to 5 years in prison,NBC,2022-12-16,2022,https://www.nbcnews.com/politics/justice-department/qanon-believer-chased-officer-capitol-sentenced-rcna61946,starter
DeSantis signs bill creating election police unit in Florida,NBC,2022-04-25,2022,https://www.nbcnews.com/politics/elections/desantis-signs-bill-creating-election-police-unit-florida-rcna25941,starter
Jan. 6 hearing highlights: What to expect as former White House aide Cassidy Hutchinson testifies,NBC,2022-06-28,2022,https://www.nbcnews.com/politics/live-blog/jan-6-hearing-expect-top-trump-admin-aide-testifies-rcna35551,starter
"Racism, sexism must be considered in Atlanta case involving killing of six Asian women, experts say",NBC,2021-03-17,2021,https://www.nbcnews.com/news/asian-america/racism-sexism-must-be-considered-atlanta-case-involving-killing-six-n1261347,starter
'They're not here to hurt me': Former aide says Trump knew Jan. 6 crowd was armed,NBC,2022-06-28,2022,https://www.nbcnews.com/politics/congress/jan-6-panel-looks-trump-white-house-cassidy-hutchinson-testimony-rcna35550,starter
Jan. 6 panel warns of attempts to 'influence' witnesses by Trump allies,NBC,2022-06-28,2022,https://www.nbcnews.com/politics/congress/jan-6-panel-warns-attempts-influence-witnesses-trump-allies-rcna35800,starter
8 Best Indoor Garden Systems of 2026 | NBC Select,NBC,2021-05-14,2021,https://www.nbcnews.com/select/shopping/best-indoor-garden-kits-ncna1267376,starter
Biden orders declassification of Sept. 11 investigation documents,NBC,2021-09-03,2021,https://www.nbcnews.com/politics/white-house/biden-orders-declassification-sept-11-investigation-documents-n1278487,starter
"Overdose death rate increased by 30% in 2020, a 'staggering' rise",NBC,2022-07-19,2022,https://www.nbcnews.com/health/health-news/overdose-death-rate-increased-30-2020-staggering-rise-rcna38756,starter
Biden signs TikTok ban for government devices amid security concerns,NBC,2022-12-30,2022,https://www.nbcnews.com/tech/tech-news/tiktok-ban-biden-government-college-state-federal-security-privacy-rcna63724,starter
Four officers who responded to Capitol riot have died by suicide,NBC,2021-08-02,2021,https://www.nbcnews.com/news/us-news/third-d-c-officer-who-responded-capitol-riot-dies-suicide-n1275740,starter
Bolton's book suggests Trump corruption runs deep. Worse? Republicans don't care.,NBC,2020-06-23,2020,https://www.nbcnews.com/think/opinion/bolton-s-book-suggests-trump-corruption-runs-deep-worse-republicans-ncna1231814,starter
Trump begs Georgia secretary of state to overturn election results in remarkable hourlong phone call,NBC,2021-01-03,2021,https://www.nbcnews.com/politics/donald-trump/trump-begs-georgia-secretary-state-overturn-election-results-remarkable-hourlong-n1252692,starter
Biden to give first major foreign policy address on 'restoring America's place in the world',NBC,2021-01-29,2021,https://www.nbcnews.com/politics/white-house/biden-give-first-major-foreign-policy-address-restoring-america-s-n1256225,starter
23 best first Father's Day gifts for new dads in 2022,NBC,2021-06-14,2021,https://www.nbcnews.com/select/shopping/first-fathers-day-gifts-ncna1270664,starter
Abortion rights advocates see a flurry of post-Roe victories in midterms,NBC,2022-11-09,2022,https://www.nbcnews.com/politics/2022-election/abortion-rights-advocates-see-flurry-post-roe-victories-midterms-rcna56443,starter
New Covid fraud prosecutor steps up effort to convict people who stole billions in relief benefits,NBC,2022-03-10,2022,https://www.nbcnews.com/politics/justice-department/new-covid-fraud-prosecutor-steps-effort-convict-people-stole-billions-rcna19536,starter
Hamas fires rockets into Israel as tensions in Jerusalem boil over,NBC,2021-05-10,2021,https://www.nbcnews.com/news/world/hundreds-injured-palestinians-israeli-forces-clash-holy-site-jerusalem-n1266812,starter
Biden administration lifts Trump-era restrictions stalling Puerto Rico hurricane aid,NBC,2021-04-20,2021,https://www.nbcnews.com/news/latino/biden-administration-lifts-trump-era-restrictions-stalling-puerto-rico-hurricane-n1264672,starter
Taylor Swift endorses Joe Biden for President,NBC,2020-10-07,2020,https://www.nbcnews.com/politics/2020-election/taylor-swift-endorses-joe-biden-president-n1242483,starter
Amazon's Climate Pledge Friendly products: A shopping guide,NBC,2021-06-17,2021,https://www.nbcnews.com/select/shopping/amazon-climate-pledge-friendly-label-ncna1271141,starter
"Trump authorized Soleimani's killing 7 months ago, with conditions",NBC,2020-01-13,2020,https://www.nbcnews.com/politics/national-security/trump-authorized-soleimani-s-killing-7-months-ago-conditions-n1113271,starter
Iran may be preparing to arm Russia with short-range ballistic missiles,NBC,2022-11-01,2022,https://www.nbcnews.com/news/world/iran-may-preparing-arm-russia-short-range-ballistic-missiles-rcna55101,starter
Blinken arrives in Israel to strengthen Gaza cease-fire,NBC,2021-05-25,2021,https://www.nbcnews.com/news/world/blinken-arrives-israel-shore-gaza-cease-fire-n1268447,starter
Palestinians announce first elections in 15 years on eve of Biden era,NBC,2021-01-15,2021,https://www.nbcnews.com/news/world/palestinians-announce-first-elections-15-years-eve-biden-era-n1254443,starter
20 best Father's Day fishing gifts for dad,NBC,2021-06-11,2021,https://www.nbcnews.com/select/shopping/fathers-day-fishing-gifts-ncna1270469,starter
70+ best Cyber Monday beauty deals of 2022,NBC,2022-11-28,2022,https://www.nbcnews.com/select/shopping/cyber-monday-beauty-wellness-deals-2022-ncna1301377,starter
"The 5 best electric toothbrushes for kids, according to dentists",NBC,2022-02-25,2022,https://www.nbcnews.com/select/shopping/best-electric-toothbrush-kids-ncna1289925,starter
Palestinian President Mahmoud Abbas cuts security ties with Israel over West Bank annexation plans,NBC,2020-05-20,2020,https://www.nbcnews.com/news/world/palestinian-president-mahmoud-abbas-cuts-security-ties-israel-over-west-n1211416,starter
Intel community escapes major criticism by Jan. 6 committee for missing 'foreseeable' Capitol violence,NBC,2022-12-23,2022,https://www.nbcnews.com/politics/justice-department/intel-community-escapes-major-criticism-jan-6-committee-missing-forese-rcna62628,starter
Former West Virginia lawmaker Derrick Evans sentenced to 3 months for storming the Capitol on Jan. 6.,NBC,2022-06-22,2022,https://www.nbcnews.com/politics/justice-department/former-west-virginia-lawmaker-derrick-evans-sentenced-storming-capitol-rcna34329,starter
The 6 best ergonomic office chairs of 2026,NBC,2020-06-18,2020,https://www.nbcnews.com/select/shopping/best-ergonomic-office-chair-ncna1231359,starter
Puerto Rico sees more pain and little progress three years after Hurricane Maria,NBC,2020-09-20,2020,https://www.nbcnews.com/news/latino/puerto-rico-sees-more-pain-little-progress-three-years-after-n1240513,starter
"Trump rages at Bolton, says former adviser would have caused 'World War Six'",NBC,2020-01-29,2020,https://www.nbcnews.com/politics/trump-impeachment-inquiry/trump-rages-bolton-says-former-adviser-would-have-caused-world-n1125351,starter
Wife of Jan. 6 officer who died after riot feels duty to represent him at hearings,NBC,2022-06-10,2022,https://www.nbcnews.com/politics/congress/wife-jan-6-officer-died-riot-feels-duty-represent-hearings-rcna32883,starter
"Best Sunburn Treatments To Heal Skin Quickly, According to Dermatologists",NBC,2021-07-02,2021,https://www.nbcnews.com/select/shopping/best-products-treat-sunburn-ncna1272746,starter
Stormy Daniels must pay $300k to Donald Trump after losing defamation case appeal,NBC,2022-03-22,2022,https://www.nbcnews.com/politics/donald-trump/stormy-daniels-must-pay-300k-donald-trump-losing-defamation-case-appea-rcna21002,starter
12 best Father's Day grilling gifts in 2022,NBC,2020-05-28,2020,https://www.nbcnews.com/select/shopping/best-fathers-day-grilling-gifts-ncna1214766,starter
"Target Circle Membership: Price, Benefits and More",NBC,2022-11-23,2022,https://www.nbcnews.com/select/shopping/target-circle-loyalty-program-ncna1301043,starter
Tech bestsellers: The most purchased products we covered in 2022,NBC,2022-12-27,2022,https://www.nbcnews.com/select/shopping/bestselling-tech-products-2022-ncna1302175,starter
"12 best pet hair removers, according to experts",NBC,2021-05-04,2021,https://www.nbcnews.com/select/shopping/best-pet-hair-removal-tools-ncna1266293,starter
Sheets and pillowcases worth considering this year,NBC,2020-07-31,2020,https://www.nbcnews.com/select/shopping/silk-pillowcases-sheets-bedding-ncna1235428,starter
Capitol security officials blame poor intelligence — and one another — for the Jan. 6 riot,NBC,2021-02-23,2021,https://www.nbcnews.com/politics/congress/key-capitol-security-officials-be-grilled-about-what-went-wrong-n1258530,starter
Top Meadows aide Cassidy Hutchinson to testify at Jan. 6 hearing,NBC,2022-06-28,2022,https://www.nbcnews.com/politics/congress/top-meadows-aide-cassidy-hutchinson-testify-jan-6-hearing-rcna35633,starter
Jan. 6 participant arrested after hourslong standoff with the FBI,NBC,2022-12-23,2022,https://www.nbcnews.com/politics/justice-department/jan-6-participant-arrested-hours-long-standoff-fbi-rcna63035,starter
'Obviously a mistake': Sen. Ted Cruz says he regrets going to Cancún while Texans froze,NBC,2021-02-18,2021,https://www.nbcnews.com/politics/congress/sen-ted-cruz-comes-under-fire-after-photos-purportedly-show-n1258249,starter
"GOP Sen. Murkowski says she will vote against witnesses, calls impeachment articles 'rushed and flawed'",NBC,2020-01-31,2020,https://www.nbcnews.com/politics/trump-impeachment-inquiry/gop-sen-murkowski-says-she-will-vote-against-witnesses-calls-n1127381,starter
'Easy money': How international scam artists pulled off an epic theft of Covid benefits,NBC,2021-08-15,2021,https://www.nbcnews.com/news/us-news/easy-money-how-international-scam-artists-pulled-epic-theft-covid-n1276789,starter
"The 14 best Korean skin care products, according to dermatologists",NBC,2021-08-10,2021,https://www.nbcnews.com/select/shopping/best-korean-beauty-products-ncna1274400,starter
"Israel airstrikes hit Gaza after rocket attacks, clashes intensify in Jerusalem",NBC,2021-04-24,2021,https://www.nbcnews.com/news/world/israel-airstrikes-hit-gaza-after-rocket-attacks-clashes-intensify-jerusalem-n1265180,starter
Atlanta-area spa shooter convicted in 4 deaths pleads not guilty to 4 more killings on the same day,NBC,2021-09-28,2021,https://www.nbcnews.com/news/us-news/accused-atlanta-area-spa-shooter-pleads-not-guilty-killing-4-n1280232,starter
"The best multiplayer Nintendo Switch games, according to experts",NBC,2022-06-08,2022,https://www.nbcnews.com/select/shopping/best-nintendo-switch-multiplayer-games-ncna1296017,starter
"Israel violence, from Al-Aqsa protests to Palestinian rockets, helps Netanyahu and Hamas",NBC,2021-05-11,2021,https://www.nbcnews.com/think/opinion/israel-violence-al-aqsa-protests-palestinian-rockets-helps-netanyahu-hamas-ncna1266890,starter
U.S. officially points the finger at Saudi Crown Prince Mohammed bin Salman for Khashoggi killing,NBC,2021-02-26,2021,https://www.nbcnews.com/politics/national-security/u-s-officially-points-finger-saudi-crown-prince-mohammed-bin-n1258987,starter
"Displaced by the earthquake, Puerto Ricans cope with constant aftershocks and uncertainty",NBC,2020-01-16,2020,https://www.nbcnews.com/news/latino/displaced-earthquake-puerto-ricans-cope-constant-aftershocks-uncertainty-n1116706,starter
"Trump announces aid for Puerto Rico, infusing politics in an apparent play for Florida voters",NBC,2020-09-18,2020,https://www.nbcnews.com/politics/white-house/trump-announces-aid-puerto-rico-infusing-politics-apparent-play-florida-n1240491,starter
12 Best Grocery Delivery Services in 2026,NBC,2022-08-16,2022,https://www.nbcnews.com/select/shopping/best-grocery-delivery-services-ncna1297967,starter
"As bombs fall silent over Gaza and Israel, 'whole generation' of children face long term trauma",NBC,2021-05-23,2021,https://www.nbcnews.com/news/world/israel-hamas-ceasefire-holds-gaza-s-children-trauma-remains-n1268249,starter
"Over 70 killed as Israel, Palestinians exchange worst violence in years — and prepare for more",NBC,2021-05-12,2021,https://www.nbcnews.com/news/world/violence-between-israel-hamas-shows-no-sign-slowing-n1267055,starter
"Anti-Asian hate crimes increased by nearly 150% in 2020, mostly in N.Y. and L.A., new report says",NBC,2021-03-09,2021,https://www.nbcnews.com/news/asian-america/anti-asian-hate-crimes-increased-nearly-150-2020-mostly-n-n1260264,starter
6 highly-rated single-serve coffee makers,NBC,2021-10-12,2021,https://www.nbcnews.com/select/shopping/best-single-serve-coffee-makers-ncna1281365,starter
Rapper charged with coronavirus benefit fraud after boasting in song about benefit fraud,NBC,2020-10-18,2020,https://www.nbcnews.com/news/us-news/rapper-charged-coronavirus-benefit-fraud-after-boasting-song-about-benefit-n1243844,starter
The 11 best smart TVs,NBC,2019-11-28,2019,https://www.nbcnews.com/select/shopping/smart-tv-buying-guide-ncna1092911,starter
"6.4-magnitude quake strikes Puerto Rico, killing at least 1 amid heavy seismic activity",NBC,2020-01-07,2020,https://www.nbcnews.com/news/latino/6-5-quake-strikes-puerto-rico-amid-heavy-seismic-activity-n1111666,starter
Minnesota Timberwolves star Karl-Anthony Towns' mother dies due to complications from COVID-19,NBC,2020-04-15,2020,https://www.nbcnews.com/news/nbcblk/minnesota-timberwolves-star-karl-anthony-towns-mother-dies-due-complications-n1183691,starter
Potential Al Qaeda resurgence in Afghanistan worries U.S. officials,NBC,2021-08-12,2021,https://www.nbcnews.com/news/mideast/potential-al-qaeda-resurgence-afghanistan-worries-u-s-officials-n1276614,starter
The best digital photo frames to personalize your home this year,NBC,2021-12-13,2021,https://www.nbcnews.com/select/shopping/best-digital-photo-frames-ncna1285876,starter
11 best low-maintenance indoor plants,NBC,2021-08-17,2021,https://www.nbcnews.com/select/shopping/best-low-maintenance-plants-ncna1276969,starter
Secret Service: Nearly $100B stolen in pandemic relief funds,NBC,2021-12-22,2021,https://www.nbcnews.com/politics/politics-news/secret-service-nearly-100b-stolen-pandemic-relief-funds-n1286430,starter
Biden vowed 'consequences' for Saudi Arabia after oil production cut. But the U.S. has no plans to follow through.,NBC,2022-12-03,2022,https://www.nbcnews.com/politics/biden-vowed-consequences-saudi-arabia-oil-production-cut-us-no-plans-f-rcna59799,starter
Cyber Monday 2022: What to buy and what to skip,NBC,2022-11-18,2022,https://www.nbcnews.com/select/shopping/cyber-monday-what-buy-2022-ncna1300894,starter
"Israel, Hamas launch rockets, airstrikes as Gaza conflict enters second week",NBC,2021-05-16,2021,https://www.nbcnews.com/news/world/diplomatic-efforts-ceasefire-ramp-after-strikes-claim-more-lives-israel-n1267519,starter
Gaza Strip struggles to cope as coronavirus outbreak takes its toll,NBC,2020-09-13,2020,https://www.nbcnews.com/news/world/gaza-strip-struggles-cope-coronavirus-outbreak-takes-its-toll-n1239972,starter
"Lil Nas X, Dolly Parton, Lena Waithe to appear at virtual GLAAD Media Awards",NBC,2020-07-10,2020,https://www.nbcnews.com/feature/nbc-out/lil-nas-x-dolly-parton-lena-waithe-appear-virtual-glaad-n1233424,starter
5 top-rated hair straightening brushes to consider,NBC,2021-09-15,2021,https://www.nbcnews.com/select/shopping/best-hair-straightener-brushes-ncna1279216,starter
DeSantis asks students to remove masks that he says are 'doing nothing',NBC,2022-03-02,2022,https://www.nbcnews.com/politics/politics-news/desantis-asks-students-remove-masks-he-says-are-doing-nothing-n1290693,starter
Soon Chung Park worked long days as single mom to bring 5 kids from Korea to U.S.,NBC,2021-03-25,2021,https://www.nbcnews.com/news/asian-america/soon-chung-park-worked-long-days-single-mom-bring-5-kids-korea-us-rcna514,starter
Republicans block independent commission to investigate attack on U.S. Capitol,NBC,2021-05-28,2021,https://www.nbcnews.com/politics/congress/was-attack-our-capitol-murkowski-criticizes-gop-colleagues-opposing-jan-n1268906,starter
"2022 likely to be deadliest year for Palestinians in the occupied West Bank, U.N. says",NBC,2022-10-29,2022,https://www.nbcnews.com/news/world/israel-west-bank-palestinians-deadliest-year-united-nations-report-rcna54643,starter
"Cities look to trees to combat heat islands, but growth is slow",NBC,2022-04-23,2022,https://www.nbcnews.com/science/science-news/cities-look-trees-combat-heat-islands-growth-slow-rcna25327,starter
Highlights and analysis: Trump commits to 'orderly transition' after mob storms Capitol,NBC,2021-01-06,2021,https://www.nbcnews.com/politics/congress/blog/electoral-college-certification-updates-n1252864/ncrd1253052#blogHeader,starter
Jussie Smollett trial: 'Empire' actor says 'there was no hoax',NBC,2021-12-06,2021,https://www.nbcnews.com/news/us-news/jussie-smollett-testifies-criminal-trial-rcna7710,starter
House impeaches Trump for second time; Senate must now weigh conviction,NBC,2021-01-13,2021,https://www.nbcnews.com/politics/congress/house-poised-impeach-trump-second-time-incitement-insurrection-n1254051,starter
FEMA acknowledges Puerto Rico lacks rebuilt homes and a hospital to survive COVID-19,NBC,2020-07-24,2020,https://www.nbcnews.com/news/latino/fema-acknowledges-puerto-rico-lacks-rebuilt-homes-hospital-survive-covid-n1234810,starter
"The 13 Best Vacuums of 2026, According to Experts | NBC Select",NBC,2020-09-04,2020,https://www.nbcnews.com/select/shopping/best-vacuum-cleaners-expert-shopping-ncna1239303,starter
Heat waves overlap as warming climate makes extreme temperatures more likely,NBC,2022-07-19,2022,https://www.nbcnews.com/science/environment/heat-waves-overlap-warming-climate-makes-extreme-temperatures-likely-rcna38866,starter
NBA player Karl-Anthony Towns on losing 8 relatives from Covid-19,NBC,2021-10-20,2021,https://www.nbcnews.com/news/nbcblk/nba-player-karl-anthony-towns-losing-8-relatives-covid-19-rcna3398,starter
Georgia shatters turnout record for first day of early voting,NBC,2020-10-13,2020,https://www.nbcnews.com/politics/2020-election/georgia-shatters-turnout-record-first-day-early-voting-n1243212,starter
Epstein victim drops her lawsuit against lawyer Alan Dershowitz,NBC,2022-11-08,2022,https://www.nbcnews.com/news/epstein-victim-drops-lawsuit-lawyer-alan-dershowitz-rcna56250,starter
Israeli Supreme Court proposes compromise on controversial east Jerusalem evictions,NBC,2021-08-02,2021,https://www.nbcnews.com/news/world/israeli-supreme-court-set-rule-controversial-east-jerusalem-evictions-n1275664,starter
The 5 Best Portable Washing Machines in 2026,NBC,2021-04-07,2021,https://www.nbcnews.com/select/shopping/best-portable-washing-machines-ncna1263346,starter
"Wisconsin primary on for Tuesday, Supreme Court rules",NBC,2020-04-06,2020,https://www.nbcnews.com/politics/2020-election/wisconsin-supreme-court-overrules-governor-says-election-should-proceed-tuesday-n1177961,starter
New videos show assault on Capitol Police Officer Brian Sicknick,NBC,2021-04-29,2021,https://www.nbcnews.com/news/us-news/new-videos-show-alleged-assault-capitol-police-officer-brian-sicknick-n1265876,starter
"Judge Esther Salas lauds law named for son, killed by man targeting her",NBC,2022-12-20,2022,https://www.nbcnews.com/news/latino/judge-esther-salas-law-son-killed-gunman-target-rcna62637,starter
Are protests 'the beginning of the end' for Cuba's communist government?,NBC,2021-07-22,2021,https://www.nbcnews.com/news/latino/are-protests-beginning-end-cubas-communist-government-rcna1460,starter
Trump suggests 'injection' of disinfectant to beat coronavirus and 'clean' the lungs,NBC,2020-04-23,2020,https://www.nbcnews.com/politics/donald-trump/trump-suggests-injection-disinfectant-beat-coronavirus-clean-lungs-n1191216,starter
Department of Homeland Security shuts down disinformation board that drew fire from GOP,NBC,2022-08-25,2022,https://www.nbcnews.com/politics/national-security/department-homeland-security-shuts-disinformation-board-drew-fire-gop-rcna44757,starter
Country music is typically a white space. Mickey Guyton is ready to change it.,NBC,2020-07-25,2020,https://www.nbcnews.com/news/nbcblk/country-music-typically-white-space-mickey-guyton-ready-change-it-n1234821,starter
"Texas man 'lit the match' at Capitol, prosecutor tells jurors in first Jan. 6 trial",NBC,2022-03-02,2022,https://www.nbcnews.com/politics/justice-department/texas-man-lit-match-capitol-prosecutor-tells-jurors-first-jan-6-trial-rcna18189,starter
"Prosecutor to seek death penalty, hate crime charges in Atlanta-area spa shootings",NBC,2021-05-11,2021,https://www.nbcnews.com/news/us-news/prosecutor-seek-death-penalty-hate-crime-charges-atlanta-area-spa-n1267019,starter
'We simply can't cope': Fires erupt around London as U.K. records hottest day ever,NBC,2022-07-19,2022,https://www.nbcnews.com/news/europe/britain-hottest-day-on-record-hot-sunlight-heat-soaring-temperatures-rcna38840,starter
Court ends special master review of Trump's Mar-a-Lago records,NBC,2022-12-01,2022,https://www.nbcnews.com/politics/donald-trump/major-setback-trump-appeals-court-ends-special-masters-review-seized-m-rcna59714,starter
Michael Avenatti sentenced to 4 years in prison for stealing from Stormy Daniels,NBC,2022-06-02,2022,https://www.nbcnews.com/news/us-news/michael-avenatti-sentenced-4-years-stealing-stormy-daniels-rcna31611,starter
"In India, Dalits still feel bottom of the caste ladder",NBC,2020-09-13,2020,https://www.nbcnews.com/news/world/india-dalits-still-feel-bottom-caste-ladder-n1239846,starter
Palestinian President Mahmoud Abbas threatens to cut security ties over U.S. Mideast plan,NBC,2020-02-01,2020,https://www.nbcnews.com/news/world/palestinian-president-mahmoud-abbas-threatens-cut-security-ties-over-u-n1128201,starter
"Progress, not peace: Breaking down the Trump-brokered deals between Israel, Arab states",NBC,2020-09-18,2020,https://www.nbcnews.com/news/world/progress-not-peace-breaking-down-trump-brokered-deals-between-israel-n1240298,starter
B'Tselem labels Israel an 'apartheid regime' for first time,NBC,2021-01-12,2021,https://www.nbcnews.com/news/world/b-tselem-labels-israel-apartheid-regime-first-time-n1253863,starter
Bahrain becomes second Arab nation to recognize Israel in less than a month,NBC,2020-09-11,2020,https://www.nbcnews.com/news/world/bahrain-becomes-second-arab-nation-recognize-israel-less-month-n1239894,starter
21 best last-minute Valentine’s Day gift ideas,NBC,2022-02-10,2022,https://www.nbcnews.com/select/shopping/last-minute-valentines-day-gifts-ncna1288868,starter
"The 12 best natural hair products, according to experts",NBC,2019-12-10,2019,https://www.nbcnews.com/news/nbcblk/best-natural-hair-products-cleansers-styling-treatments-n1097906,starter
"GameStop, Walmart restock PS5 and Xbox: How to buy one now",NBC,2021-01-21,2021,https://www.nbcnews.com/select/shopping/gamestop-restock-ps5-xbox-ncna1255174,starter
Israel braces for weekend violence after spate of shootings and eviction protests,NBC,2021-05-07,2021,https://www.nbcnews.com/news/world/israel-braces-weekend-violence-after-spate-shootings-eviction-protests-n1266697,starter
Stewart Rhodes says fellow Oath Keepers were 'stupid' to storm the Capitol on Jan. 6,NBC,2022-11-08,2022,https://www.nbcnews.com/politics/justice-department/stewart-rhodes-says-fellow-oath-keepers-stupid-storm-capitol-jan-6-rcna55760,starter
"45+ best Walmart Cyber Monday deals still available: Dyson, Sony and more",NBC,2022-11-27,2022,https://www.nbcnews.com/select/shopping/walmart-early-deals-cyber-monday-2022-ncna1301063,starter
FBI official was warned after Jan. 6 that some in the bureau were 'sympathetic' to the Capitol rioters,NBC,2022-10-14,2022,https://www.nbcnews.com/politics/justice-department/fbi-official-was-warned-jan-6-bureau-sympathetic-capitol-rioters-rcna52144,starter
"Drug overdose deaths drop in U.S. as other deaths of despair rise, report finds",NBC,2020-05-21,2020,https://www.nbcnews.com/health/mental-health/drug-overdose-deaths-drop-u-s-other-deaths-despair-rise-n1211376,starter
"Puerto Ricans displaced by earthquakes wait for a safe home amid roadblocks, delays",NBC,2020-01-28,2020,https://www.nbcnews.com/news/latino/puerto-ricans-displaced-earthquakes-wait-safe-home-amid-roadblocks-delays-n1120941,starter
11 highly rated affordable air fryers,NBC,2021-04-16,2021,https://www.nbcnews.com/select/shopping/best-affordable-air-fryer-ncna1264288,starter
"The best KN95 masks for kids, according to experts",NBC,2021-07-29,2021,https://www.nbcnews.com/select/shopping/best-kids-kn95-masks-ncna1275419,starter
Sneakers generated $70B last year. Black retailers saw little of that.,NBC,2021-10-23,2021,https://www.nbcnews.com/news/nbcblk/sneakers-generated-70b-last-year-black-retailers-saw-little-rcna3546,starter
27 best gifts for music lovers and musicians in 2023,NBC,2022-10-25,2022,https://www.nbcnews.com/select/shopping/best-gifts-music-lovers-ncna1300145,starter
Israeli troops raid Lions' Den hideout in Nablus; 5 Palestinians killed,NBC,2022-10-25,2022,https://www.nbcnews.com/news/world/israeli-troops-raid-lions-den-nablus-palestinians-killed-rcna53841,starter
The FBI hasn’t arrested hundreds who joined the Capitol mob on Jan. 6. Just ask this MAGA comedian.,NBC,2022-07-16,2022,https://www.nbcnews.com/politics/justice-department/fbi-hasnt-arrested-hundreds-joined-capitol-mob-jan-6-just-ask-maga-com-rcna30509,starter
He shot at 'everyone he saw': Atlanta spa workers recount horrors of shooting,NBC,2021-04-02,2021,https://www.nbcnews.com/news/asian-america/he-shot-everyone-he-saw-atlanta-spa-workers-recount-horrors-n1262928,starter
30 best gifts for sisters that she'll love in 2023,NBC,2022-10-19,2022,https://www.nbcnews.com/select/shopping/best-gifts-ideas-sisters-ncna1299952,starter
"Mahsa Amini did not die from blows to body, Iranian coroner says amid widespread protests",NBC,2022-10-07,2022,https://www.nbcnews.com/news/world/mahsa-amini-death-iran-morality-police-protests-coroner-report-rcna51169,starter
Biden administration to rejoin U.N. Human Rights Council in another reversal of Trump,NBC,2021-02-08,2021,https://www.nbcnews.com/politics/joe-biden/biden-administration-rejoin-u-n-human-rights-council-another-reversal-n1256997,starter
"Looming Mideast peace deal amounts to Netanyahu-Trump pact, experts say",NBC,2020-01-28,2020,https://www.nbcnews.com/news/world/looming-mideast-peace-deal-amounts-netanyahu-trump-pact-experts-say-n1124481,starter
Weary Israelis endure more Hamas rocket barrages,NBC,2021-05-15,2021,https://www.nbcnews.com/news/world/weary-israelis-endure-more-hamas-rocket-barrages-n1267371,starter
Human Rights Watch accuses Israel of apartheid over treatment of Palestinians,NBC,2021-04-27,2021,https://www.nbcnews.com/news/world/human-rights-watch-accuses-israel-apartheid-over-treatment-palestinians-n1265442,starter
11 best cooking gifts for home chefs this year,NBC,2021-11-17,2021,https://www.nbcnews.com/select/shopping/best-cooking-gifts-home-chefs-ncna1283939,starter
How Easyplant makes maintaining my indoor plants simple,NBC,2022-07-05,2022,https://www.nbcnews.com/select/shopping/easyplant-self-watering-pots-ncna1296816,starter
Doubts surface over Puerto Rican governor's motivation to fire housing secretary,NBC,2020-01-21,2020,https://www.nbcnews.com/news/latino/doubts-surface-over-puerto-rican-governor-s-motivation-fire-housing-n1119616,starter
Weeks of protests that have 'shaken' Iran since one woman's death show no sign of fading,NBC,2022-10-27,2022,https://www.nbcnews.com/news/world/iran-protests-mahsa-amini-death-clashes-ayatollah-ali-khamenei-rcna54251,starter
Big Tech’s big problem is also its ‘best-kept secret’: Caste discrimination,NBC,2022-06-23,2022,https://www.nbcnews.com/news/asian-america/big-techs-big-problem-also-best-kept-secret-caste-discrimination-rcna33692,starter
