headline,source,publish_date,year,url,source_split
"Apple AirTag: Price, features, specs and what you need to know",NBC,2021-04-23,2021,https://www.nbcnews.com/select/shopping/apple-airtag-price-features-ncna1264938,starter
"Kids may like video gaming, but health experts fret about the 'fuel' they may be using to 'win'",FoxNews,2022-10-19,2022,https://www.foxnews.com/lifestyle/kids-video-gaming-health-experts-fret-fuel-using-win,starter
He shot at 'everyone he saw': Atlanta spa workers recount horrors of shooting,NBC,2021-04-02,2021,https://www.nbcnews.com/news/asian-america/he-shot-everyone-he-saw-atlanta-spa-workers-recount-horrors-n1262928,starter
"5 takeaways from the Vance-Walz vice presidential debate: Economy, health care and defending past comments",NBC,2024-10-02,2024,https://www.nbcnews.com/politics/2024-election/5-takeaways-walz-vance-presidential-debate-economy-health-care-defendi-rcna172591,starter
Kamala Harris points to California experience and criticizes Trump when asked how she would differ from Biden on border policy,NBC,2024-10-11,2024,https://www.nbcnews.com/politics/2024-election/kamala-harris-points-california-experience-criticizes-trump-asked-diff-rcna174893,starter
"Whoopi Goldberg says 'The View,' Barbara Walters saved her career after 2004 George Bush controversy",FoxNews,2020-09-06,2020,https://www.foxnews.com/entertainment/whoopi-goldberg-view-barbara-walters-saved-career-after-2004-george-bush-controversy,starter
Axios hit with community note after claiming Harris was never 'border czar',FoxNews,2024-07-24,2024,https://www.foxnews.com/media/media-rushes-declare-kamala-harris-border-czar-immigration-crisis-haunts-campaign,starter
"Nikki Haley ends presidential campaign with 'no regrets,' ceding GOP nomination to Trump",NBC,2024-03-06,2024,https://www.nbcnews.com/politics/2024-election/nikki-haley-ends-presidential-campaign-trump-gop-primary-rcna134811,starter
Videos of Hamas brutality toward Israelis eerily reminiscent of ISIS tactics,FoxNews,2023-10-08,2023,https://www.foxnews.com/world/videos-hamas-brutality-toward-israelis-eerily-reminiscent-isis-tactics.print,starter
'AGT' judge Simon Cowell has rare public outing with son and fiancée after revealing 10-year-old 'saved' him,FoxNews,2024-09-04,2024,https://www.foxnews.com/entertainment/agt-judge-simon-cowell-has-rare-public-outing-son-fiancee-after-revealing-10-year-old-saved-him.print,starter
"Trump arrives at Alabama-Georgia game to chants of 'USA,' 'Four more years'",FoxNews,2024-09-28,2024,https://www.foxnews.com/sports/trump-arrives-alabama-georgia-game-chants-usa-four-more-years,starter
"Intense phase of Israel's war with Hamas about to end, Netanyahu says",NBC,2024-06-24,2024,https://www.nbcnews.com/news/world/intense-phase-israel-war-hamas-end-netanyahu-cease-fire-hezbollah-rcna158531,starter
24 hostages and 39 Palestinians released in Israel-Hamas truce,NBC,2023-11-24,2023,https://www.nbcnews.com/news/world/live-blog/israel-hamas-war-live-updates-rcna126500,starter
"Local election officials in Georgia must certify results, state judge rules",NBC,2024-10-15,2024,https://www.nbcnews.com/politics/2024-election/local-election-officials-georgia-must-certify-results-judge-rules-rcna175467,starter
Georgia Republicans readying post-election legal strategy,FoxNews,2024-10-18,2024,https://www.foxnews.com/politics/litigation-minefield-georgia-republicans-readying-post-election-legal-strategy.print,starter
Campaign crisis: Dems who have called for Biden to drop out or raised concerns about his health,FoxNews,2024-07-04,2024,"https://www.foxnews.com/politics/campaign-crisis-dems-who-have-called-biden-drop-out-raised-concerns-about-his-health#&_intcmp=fnhpbt5_2,hp1bt",starter
Utah State is fourth school to forfeit women's volleyball match amid San Jose State trans player controversy,FoxNews,2024-10-03,2024,https://www.foxnews.com/sports/utah-state-becomes-4th-school-forfeit-womens-volleyball-match-amid-san-jose-state-trans-player-controversy,starter
"Ohio residents in small town erupt over havoc caused by massive influx of 20,000 of Haitians",FoxNews,2024-09-09,2024,https://www.foxnews.com/media/ohio-residents-small-town-erupt-over-havoc-caused-massive-influx-20000-haitians,starter
Putin and Xi meet at Central Asian summit aimed at countering U.S.,NBC,2024-07-04,2024,https://www.nbcnews.com/news/world/putin-xi-meet-shanghai-cooperation-organization-rcna160297,starter
Bill Maher hypes Taylor Swift's endorsement of Kamala Harris: She has 'saved democracy',FoxNews,2024-09-14,2024,https://www.foxnews.com/media/bill-maher-hypes-taylor-swifts-endorsement-kamala-harris-she-has-saved-democracy,starter
First and potentially only presidential debate between Harris and Trump being held in crucial battleground,FoxNews,2024-09-10,2024,https://www.foxnews.com/politics/first-potentially-only-presidential-debate-between-harris-trump-being-held-crucial-battleground,starter
"Pro-lifers blast Trump 'betrayal' with shifting abortion stance, answer on Florida Amendment 4",FoxNews,2024-08-30,2024,https://www.foxnews.com/politics/pro-lifers-blast-trump-betrayal-shifting-abortion-stance-answer-florida-amendment-4.print,starter
Trump supporter who called Capitol cops 'weasels' on Jan. 6 sentenced to prison,NBC,2022-08-12,2022,https://www.nbcnews.com/politics/justice-department/trump-supporter-called-capitol-cops-weasels-jan-6-sentenced-prison-rcna42865,starter
How Maui’s unchecked grasses became ‘a ticking bomb’ for wildfires,NBC,2023-08-17,2023,https://www.nbcnews.com/science/science-news/maui-wildfires-grass-overgrown-nonnative-flammable-hawaii-rcna99963,starter
"Iowa meteorologist quitting TV, cites PTSD from death threat over climate change coverage",NBC,2023-06-23,2023,https://www.nbcnews.com/news/us-news/iowa-meteorologist-quitting-tv-cites-ptsd-death-threat-climate-change-rcna90791,starter
"Harris holds big advantage among early voters, Trump with Election Day voters: poll",FoxNews,2024-10-15,2024,https://www.foxnews.com/politics/harris-holds-big-advantage-among-early-voters-trump-election-day-voters-poll,starter
Georgia shatters turnout record for first day of early voting,NBC,2020-10-13,2020,https://www.nbcnews.com/politics/2020-election/georgia-shatters-turnout-record-first-day-early-voting-n1243212,starter
Biden administration hits Russia with sanctions over efforts to manipulate U.S. opinion ahead of the election,NBC,2024-09-04,2024,https://www.nbcnews.com/politics/2024-election/biden-administration-hit-russia-sanctions-trying-manipulate-us-opinion-rcna169541,starter
Border residents speak out against Kamala Harris' record on security: 'Everything is literally open',FoxNews,2024-08-26,2024,https://www.foxnews.com/media/border-residents-speak-out-kamala-harris-record-border-security,starter
Iran's Ayatollah Ali Khamenei in hiding with extra security following Hezbollah leader's death: report,FoxNews,2024-09-29,2024,https://www.foxnews.com/world/irans-ayatollah-ali-khamenei-hiding-extra-security-following-hezbollah-leaders-death-report.print,starter
US Supreme Court upholds controversial anti-camping laws used against homeless people in Oregon city,FoxNews,2024-06-28,2024,https://www.foxnews.com/us/us-supreme-court-upholds-controversial-anti-camping-laws-used-against-homeless-people-oregon-city,starter
"'60 Minutes' says Trump axed interview after demanding apology for 2020 sit-down, complained about fact-checks",FoxNews,2024-10-08,2024,https://www.foxnews.com/media/60-minutes-trump-axed-interview-demanding-apology-2020-sit-down-complained-fact-checks,starter
Election 2024: Harris speaks in Phoenix after Obama's Pittsburgh rally; Biden slams Trump,NBC,2024-10-10,2024,https://www.nbcnews.com/politics/2024-election/live-blog/trump-harris-election-live-updates-rcna174214,starter
Who is Noa Argamani? Woman kidnapped by Hamas terrorists at trance music festival in Israel,FoxNews,2023-10-09,2023,https://www.foxnews.com/world/who-is-noa-argamani-woman-kidnapped-hamas-terrorists-trance-music-festival-israel,starter
Senior Hamas leader killed in Beirut was a key figure who patched up ties with Iran,NBC,2024-01-03,2024,https://www.nbcnews.com/news/world/senior-hamas-leader-killed-beirut-was-key-figure-patched-ties-iran-rcna131993,starter
"Colorado community threatens to fine, seize buses that drop off illegal immigrants: 'No more freeloading'",FoxNews,2024-04-04,2024,https://www.foxnews.com/media/colorado-community-threatens-fine-seize-buses-drop-off-illegal-immigrants-freeloading,starter
Illegal immigrant indicted for Rachel Morin's murder in 'crucial step': family's lawyer,FoxNews,2024-07-02,2024,https://www.foxnews.com/us/illegal-immigrant-indicted-rachel-morin-murder-crucial-step-family-lawyer,starter
"I was a victim of pre-Title IX discrimination, and I'm fighting to protect girls' sports",FoxNews,2022-10-18,2022,https://www.foxnews.com/opinion/victim-pre-title-ix-discrimination-fighting-protect-girls-sports,starter
Biden to give first major foreign policy address on 'restoring America's place in the world',NBC,2021-01-29,2021,https://www.nbcnews.com/politics/white-house/biden-give-first-major-foreign-policy-address-restoring-america-s-n1256225,starter
Faith leader says parents 'should not trust the world to teach their kids about God',FoxNews,2024-09-03,2024,https://www.foxnews.com/lifestyle/faith-leader-says-parents-should-not-trust-world-teach-kids-about-god,starter
Top 5 friendliest moments from Kamala Harris' media blitz: 'The next president of the United States',FoxNews,2024-10-12,2024,https://www.foxnews.com/media/top-5-friendliest-moments-kamala-harris-media-blitz-next-president-united-states.print,starter
"Vance, Walz spar on immigration during VP debate: Been to the border 'more than our border czar'",FoxNews,2024-10-01,2024,https://www.foxnews.com/politics/vance-walz-spar-on-immigration-during-vp-debate-been-to-the-border-more-than-our-border-czar.print,starter
Wisconsin House Primary Election 2024 Live Results,NBC,2024-08-13,2024,https://www.nbcnews.com/politics/2024-primary-elections/wisconsin-house-results,starter
"How Stairwell B became the site of a miracle amidst the tragedy of Sept. 11, 2001",FoxNews,2023-09-10,2023,https://www.foxnews.com/us/stairwell-b-story-14-survivors-north-tower-9-11,starter
"Jake E Lee, former guitarist for Ozzy Osbourne, shot multiple times in Las Vegas",FoxNews,2024-10-15,2024,https://www.foxnews.com/entertainment/jake-e-lee-former-guitarist-ozzy-osbourne-shot-multiple-times-las-vegas,starter
'Easy money': How international scam artists pulled off an epic theft of Covid benefits,NBC,2021-08-15,2021,https://www.nbcnews.com/news/us-news/easy-money-how-international-scam-artists-pulled-epic-theft-covid-n1276789,starter
Tim Walz attempts to court firefighters during speech at Boston convention: 'We'll have your back',FoxNews,2024-08-28,2024,https://www.foxnews.com/politics/tim-walz-courts-firefighters-at-intl-association-of-fire-fighters-convention-well-have-your-back,starter
Early voting means 'election season' has already begun,FoxNews,2024-08-07,2024,https://www.foxnews.com/politics/days-until-voting-starts-election-season-kicks-off-sooner,starter
"Analysis: As war rages, some in Lebanon see opportunity in a weakened Hezbollah",NBC,2024-10-04,2024,https://www.nbcnews.com/news/world/israel-hezbollah-war-nasrallah-airstrikes-hamas-gaza-assassinations-rcna173851,starter
MSNBC's Stephanie Ruhle calls out Harris for dodging how she'd raise taxes: 'She doesn't answer the question',FoxNews,2024-09-25,2024,https://www.foxnews.com/media/msnbcs-stephanie-ruhle-calls-out-harris-dodging-how-shed-raise-taxes-she-doesnt-answer-question,starter
FBI raids 2 homes owned by NYC Mayor Eric Adams' Asian Affairs director,NBC,2024-03-01,2024,https://www.nbcnews.com/news/us-news/fbi-raids-winnie-greco-eric-adams-rcna141457,starter
Trump assassination attempt: Suspect's possible 'personal vendetta' among investigators' 4 key questions,FoxNews,2024-09-17,2024,https://www.foxnews.com/us/trump-assassination-attempt-suspects-possible-personal-vendetta-among-investigators-4-key-questions,starter
"On this day in history, February 17, 1801, Jefferson is elected president as party politics divide new nation",FoxNews,2024-02-17,2024,https://www.foxnews.com/lifestyle/this-day-history-feb-17-1801-jefferson-elected-president-party-politics-nation,starter
"IDF says key Hamas operative killed in Gaza, following crippling strike on Hezbollah",FoxNews,2024-09-21,2024,https://www.foxnews.com/world/idf-says-hamas-operative-other-terrorists-killed-carries-out-intelligence-based-strikes-gaza,starter
"'That is a fraud': Gov. DeSantis calls out Lia Thomas, biological men competing in women's sports",FoxNews,2023-04-14,2023,https://www.foxnews.com/politics/fraud-gov-desantis-calls-lia-thomas-biological-men-competing-womens-sports,starter
VP nominee Tim Walz sits for rare interview to discuss gutter maintenance with TikToker,FoxNews,2024-08-27,2024,https://www.foxnews.com/media/vp-nominee-tim-walz-sits-rare-interview-discuss-gutter-maintenance-tiktoker,starter
'Republican' 'View' host leads 'four more years' chant for Biden after State of the Union,FoxNews,2024-03-08,2024,https://www.foxnews.com/media/republican-view-host-leads-four-more-years-chant-biden-state-union,starter
The Best Kitchen Gadgets Available on Amazon | NBC Select,NBC,2023-02-22,2023,https://www.nbcnews.com/select/shopping/bestselling-amazon-kitchen-gadgets-ncna1303057,starter
The 5 Best Portable Washing Machines in 2026,NBC,2021-04-07,2021,https://www.nbcnews.com/select/shopping/best-portable-washing-machines-ncna1263346,starter
US taxpayer-funded UN agency's long history of enabling Hamas exposed,FoxNews,2024-01-31,2024,https://www.foxnews.com/world/us-taxpayer-funded-un-agencys-long-history-enabling-hamas-exposed,starter
Walmart Holiday Deals 2024: Dates and Everything to Know | NBC Select,NBC,2024-09-23,2024,https://www.nbcnews.com/select/shopping/walmart-holiday-deals-what-know-2024-rcna172203,starter
Kamala Harris declares ‘border is secure’ as thousands of illegals flood into US every day,FoxNews,2022-09-12,2022,https://www.foxnews.com/politics/kamala-harris-declares-border-secure-thousands-illegals-flood-us-every-day,starter
"As deadly heat waves spread, access to air conditioning becomes a lifesaving question",NBC,2021-08-20,2021,https://www.nbcnews.com/news/us-news/deadly-heat-waves-spread-access-air-conditioning-becomes-lifesaving-question-n1277213,starter
Sen. Lindsey Graham's phone being investigated for potential hack,NBC,2024-05-03,2024,https://www.nbcnews.com/politics/congress/sen-lindsey-grahams-phone-investigated-potential-hack-rcna150507,starter
Do Under Desk Ellipticals Work? | NBC Select,NBC,2026-02-23,2026,https://www.nbcnews.com/select/shopping/best-under-desk-ellipticals-ncna1247910,starter
Best Pruning Shears of 2026: Expert-Recommended Options,NBC,2026-04-06,2026,https://www.nbcnews.com/select/shopping/best-pruners-gardening-shears-ncna1294550,starter
Secretary of State Blinken says he spoke with Paul Whelan this week,NBC,2024-02-13,2024,https://www.nbcnews.com/politics/politics-news/secretary-state-blinken-says-spoke-paul-whelan-week-rcna138703,starter
"Stories of torture, torment revealed by Israeli children kidnapped by Hamas terrorists",FoxNews,2023-11-29,2023,https://www.foxnews.com/world/stories-torture-torment-revealed-israeli-children-kidnapped-hamas-terrorists,starter
Democrats block GOP bid to take control of Virginia state government,NBC,2023-11-08,2023,https://www.nbcnews.com/politics/elections/democrats-block-gop-bid-take-control-virginia-state-government-rcna122104,starter
"Poll: Newly popular Kamala Harris builds momentum, challenging Donald Trump for the mantle of change",NBC,2024-09-22,2024,https://www.nbcnews.com/politics/2024-election/poll-newly-popular-harris-challenging-trump-change-rcna171308,starter
"'Shark Tank' star Mark Cuban to leave show after ‘one more year,’ he says",NBC,2023-11-28,2023,https://www.nbcnews.com/news/us-news/mark-cuban-leaving-shark-tank-abc-rcna126969,starter
Time magazine owner takes Kamala Harris to task for denying interview requests: 'We believe in transparency',FoxNews,2024-10-14,2024,https://www.foxnews.com/media/time-magazine-owner-takes-kamala-harris-task-denying-interview-requests-we-believe-transparency,starter
Washington Post has corrected over a dozen articles related to Steele dossier coverage,FoxNews,2021-11-18,2021,https://www.foxnews.com/media/washington-post-corrections-steele-dossier,starter
Minnesota falls to No. 12 Michigan to go under .500 with Gov Tim Walz in attendance,FoxNews,2024-09-28,2024,https://www.foxnews.com/sports/minnesota-falls-no-12-michigan-go-under-500-gov-tim-walz-attendance,starter
Elon Musk leaps into action as a Trump surrogate — but it's unclear how he'll land: From the Politics Desk,NBC,2024-10-08,2024,https://www.nbcnews.com/politics/elon-musk-leaps-action-trump-surrogate-unclear-land-politics-desk-rcna174589,starter
"Morgan Wallen donates to Hurricane Helene relief, says family is 'safe' amid devastating floods",FoxNews,2024-09-30,2024,https://www.foxnews.com/entertainment/morgan-wallen-donates-hurricane-helene-relief-says-family-safe-amid-devastating-floods,starter
"Jon Stewart calls out Bernie Sanders, Bill Clinton and Democrats for hypocrisy at DNC",FoxNews,2024-08-24,2024,https://www.foxnews.com/media/jon-stewart-calls-out-bernie-sanders-bill-clinton-democrats-hypocrisy-dnc.print,starter
"The Vikings are Super Bowl contenders thanks to Sam Darnold, a QB nobody else wanted",NBC,2024-10-17,2024,https://www.nbcnews.com/sports/nfl/vikings-sam-darnold-jared-goff-rcna175790,starter
Making sense of the new polls seven weeks from Election Day,NBC,2024-09-19,2024,https://www.nbcnews.com/politics/2024-election/making-sense-new-polls-seven-weeks-election-day-rcna171894,starter
Netanyahu rival Benny Gantz says he'll quit Israel's war Cabinet on June 8 unless new Gaza plan devised,NBC,2024-05-18,2024,https://www.nbcnews.com/news/world/netanyahu-rival-benny-gantz-says-ll-quit-israels-war-cabinet-june-8-un-rcna152916,starter
DOJ claims it can't release Biden-Hur interview due to threat of AI deepfakes,FoxNews,2024-06-02,2024,https://www.foxnews.com/politics/doj-claims-cant-release-biden-hur-interview-due-threat-ai-deepfakes,starter
Trump turns political event into surreal listening party,NBC,2024-10-15,2024,https://www.nbcnews.com/politics/2024-election/trump-turns-political-event-surreal-listening-party-rcna175442,starter
"Scott Presler, a conservative activist who has spread conspiracy theories, won't be getting an RNC job",NBC,2024-03-19,2024,https://www.nbcnews.com/politics/2024-election/scott-presler-conspiracy-theories-lara-trump-rnc-job-rcna144144,starter
27 Thoughtful Valentine’s Day Gifts She’ll Actually Love,NBC,2026-01-29,2026,https://www.nbcnews.com/select/shopping/valentines-day-gifts-her-ncna1288265,starter
"Trump and Harris in toss-up races in key swing states Pennsylvania, Georgia, Nevada: poll",FoxNews,2024-09-04,2024,https://www.foxnews.com/politics/trump-harris-toss-up-races-key-swing-states-pennsylvania-georgia-nevada-poll.print,starter
2 Trump White House officials expected to testify at prime-time Jan. 6 hearing Thursday,NBC,2022-07-19,2022,https://www.nbcnews.com/politics/congress/two-trump-white-house-officials-expected-testify-prime-time-jan-6-hear-rcna38832,starter
Nobel laureate Muhammad Yunus is sworn in as interim leader of Bangladesh,NBC,2024-08-09,2024,https://www.nbcnews.com/news/world/nobel-laureate-muhammad-yunus-sworn-in-head-bangladesh-government-rcna165909,starter
Netanyahu opponent and war Cabinet member's party tries to force early Israel election,NBC,2024-05-30,2024,https://www.nbcnews.com/news/world/israel-hamas-war-benny-gantz-benjamin-netanyahu-early-election-rcna154654,starter
Woman arrested for allegedly threatening federal judge in Trump election case,NBC,2023-08-17,2023,https://www.nbcnews.com/politics/justice-department/woman-arrested-allegedly-threatening-federal-judge-trump-election-case-rcna100320,starter
"Jan. 6 committee staffers told preliminary plan for final report would focus largely on Trump, not on law enforcement failures, sources say",NBC,2022-11-12,2022,https://www.nbcnews.com/politics/justice-department/jan-6-committee-staffers-told-preliminary-plan-final-report-focus-larg-rcna56802,starter
Arizona certifies abortion-rights initiative for the November ballot,NBC,2024-08-13,2024,https://www.nbcnews.com/politics/2024-election/arizona-certifies-abortion-rights-initiative-november-ballot-rcna166321,starter
"Anti-Asian hate crimes increased 339 percent nationwide last year, report says",NBC,2022-01-31,2022,https://www.nbcnews.com/news/asian-america/anti-asian-hate-crimes-increased-339-percent-nationwide-last-year-repo-rcna14282,starter
Georgia GOP chair shares 2-pronged election strategy as Trump works to win back Peach State,FoxNews,2024-10-07,2024,https://www.foxnews.com/politics/georgia-gop-chair-shares-2-pronged-election-strategy-trump-works-win-back-peach-state.print,starter
Putin to visit North Korea starting Tuesday for talks with Kim Jong Un,NBC,2024-06-17,2024,https://www.nbcnews.com/news/world/putin-visit-north-korea-kim-jong-un-rcna157463,starter
"Howard Stern hits back at critics calling him 'woke,' says he takes it as a compliment",FoxNews,2023-09-20,2023,https://www.foxnews.com/media/howard-stern-hits-back-critics-calling-him-woke-i-think-thats-compliment,starter
Harris campaign refuses to sign off on muted mic debate rules: Still 'in discussions' with ABC,FoxNews,2024-08-29,2024,https://www.foxnews.com/media/harris-campaign-refuses-sign-off-muted-mic-debate-rules-still-in-discussions-abc,starter
"Florida woman has traveled to 55 countries, says cruise ship vacations are the way to go",FoxNews,2024-07-30,2024,https://www.foxnews.com/travel/florida-woman-traveled-55-countries-cruise-ship-vacations-way-go,starter
Trump spoke at a fundraiser for Jan. 6 defendants,NBC,2023-06-23,2023,https://www.nbcnews.com/politics/donald-trump/trump-spoke-fundraiser-jan-6-defendants-rcna90806,starter
Far-left hatred of Jews today echoes the socialism and antisemitism of Hitler in the 1930s,FoxNews,2023-11-22,2023,https://www.foxnews.com/lifestyle/far-left-hatred-jews-today-echoes-socialism-antisemitism-hitler-1930s,starter
"'This isn’t about land': American in Israel defiant against ‘barbaric’ Hamas, declares she’s ‘never leaving’",FoxNews,2023-10-12,2023,https://www.foxnews.com/world/land-american-israel-defiant-barbaric-hamas-declares-never-leaving,starter
"Meet the American who taught the Tuskegee Airmen to fly, pioneer pilot Charles 'Chief' Anderson",FoxNews,2024-02-09,2024,https://www.foxnews.com/lifestyle/meet-american-taught-tuskegee-airmen-fly-pioneer-pilot-charles-chief-anderson,starter
Buttigieg faces grilling on Harris’ immigration record: ‘Let’s get real’,FoxNews,2024-07-28,2024,https://www.foxnews.com/politics/buttigieg-faces-grilling-harris-immigration-record-lets-get-real,starter
Unzipping the truth: Fox Nation series reveals how Dr. Michael Baden's forensics turned cases on their heads,FoxNews,2024-10-01,2024,https://www.foxnews.com/media/unzipping-truth-fox-nation-reveals-michael-baden-forensics-cases-heads,starter
Kamala Harris offers vague 'Day 1' Oval Office plan in CNN interview: 'A number of things',FoxNews,2024-08-29,2024,https://www.foxnews.com/politics/kamala-harris-offers-vague-day-1-oval-office-plan-cnn-interview-a-number-things,starter
2024 DNC opens with land acknowledgment of 'forcibly removed' tribal nation,FoxNews,2024-08-19,2024,https://www.foxnews.com/media/dnc-opens-land-acknowledgment-forcibly-removed-tribal-nation,starter
"Harris leads Trump by almost 40 points among Asian American voters, a new poll shows",NBC,2024-09-24,2024,https://www.nbcnews.com/news/asian-america/harris-trump-poll-asian-american-voters-rcna172255,starter
X restores Taylor Swift search function after sexually explicit deepfakes went viral,NBC,2024-01-30,2024,https://www.nbcnews.com/news/us-news/x-restores-taylor-swift-search-function-sexually-explicit-deepfakes-we-rcna136329,starter
"Israel struck by long-range missile from Yemen, 40 projectiles from Lebanon in early morning attacks",FoxNews,2024-09-15,2024,https://www.foxnews.com/world/israel-struck-long-range-missile-from-yemen-40-projectiles-from-lebanon-early-morning-attacks,starter
Vance says Trump would veto a national abortion ban,NBC,2024-08-24,2024,https://www.nbcnews.com/politics/2024-election/jd-vance-says-trump-veto-national-abortion-ban-rcna168084,starter
Nitro Circus' own Travis Pastrana discusses growth of motocross sports: 'Awesome to see',FoxNews,2024-10-18,2024,https://www.foxnews.com/sports/nitro-circus-own-travis-pastrana-discusses-growth-motocross-sports-awesome-see.print,starter
Trump campaign scrambles over abortion ban report as Democrats seize the moment,NBC,2024-02-16,2024,https://www.nbcnews.com/politics/2024-election/trump-campaign-scrambles-abortion-ban-report-democrats-16-weeks-rcna139223,starter
"Trump's many, many positions on abortion: A timeline",NBC,2024-04-08,2024,https://www.nbcnews.com/politics/donald-trump/trumps-many-abortion-positions-timeline-rcna146601,starter
October Prime Day 2024: Save Big on the Grace & Stella Eye Masks,NBC,2024-10-08,2024,https://www.nbcnews.com/select/shopping/grace-and-stella-eye-masks-rcna158309,starter
'Best homemade' Thanksgiving turkey gravy: Try the recipe,FoxNews,2024-11-27,2024,https://www.foxnews.com/lifestyle/best-homemade-thanksgiving-turkey-gravy-whole-family-love-try-recipe,starter
Biden replacement? Illinois Gov. Pritzker keeping options open as some Democrats look for new blood,FoxNews,2023-03-04,2023,https://www.foxnews.com/politics/biden-replacement-illinois-gov-pritzker-keeping-options-open-some-democrats-look-new-blood,starter
Tren de Aragua members of violent Venezuelan migrant gang arrested in Texas: HSI,FoxNews,2024-09-28,2024,https://www.foxnews.com/us/tren-de-aragua-members-violent-venezuelan-migrant-gang-arrested-texas-hsi,starter
New York MS-13's 'Little Devil' convicted in ambush murder of 4 young men,FoxNews,2022-04-11,2022,https://www.foxnews.com/us/new-york-ms-13-little-devil-convicted,starter
"CNN not waiting to make more changes at network, insider says: 'They’re not going to wait out deals'",FoxNews,2022-08-22,2022,https://www.foxnews.com/media/cnn-not-waiting-make-more-changes-network-insider-not-going-wait-deals,starter
Mark Levin: We were freer before the American Revolution than we are today,FoxNews,2021-08-15,2021,https://www.foxnews.com/media/mark-levin-we-were-freer-before-american-revolution,starter
"The Best Sunrise Alarm Clocks of 2026, According to Experts",NBC,2026-03-13,2026,https://www.nbcnews.com/select/shopping/best-light-alarm-clock-ncna1245545,starter
Florida beach living is the carefree answer for one caregiving couple,FoxNews,2022-12-14,2022,https://www.foxnews.com/lifestyle/florida-beach-living-carefree-answer-caregiving-couple.print,starter
Trump fact checks Harris on Charlottesville riot accusation: 'Debunked',FoxNews,2024-09-10,2024,https://www.foxnews.com/politics/trump-fact-checks-harris-charlottesville-riot-accusation-debunked,starter
Hamas issues defiant message after Sinwar's death; Israel says war will continue,NBC,2024-10-17,2024,https://www.nbcnews.com/news/world/live-blog/live-updates-hamas-leader-yahya-sinwar-possibly-killed-gaza-rcna175922,starter
Weeks of protests that have 'shaken' Iran since one woman's death show no sign of fading,NBC,2022-10-27,2022,https://www.nbcnews.com/news/world/iran-protests-mahsa-amini-death-clashes-ayatollah-ali-khamenei-rcna54251,starter
Jan. 6 rioter who attacked cops lashes out at Trump-appointed judge after 12-year sentence,NBC,2024-05-24,2024,https://www.nbcnews.com/politics/justice-department/jan-6-rioter-attacked-cops-lashes-trump-appointed-judge-12-year-senten-rcna153818,starter
Historic North Carolina village underwater after devastating damage from Helene,NBC,2024-09-28,2024,https://www.nbcnews.com/news/us-news/asheville-north-carolina-helene-damage-rcna173131,starter
21 best last-minute Valentine’s Day gift ideas,NBC,2022-02-10,2022,https://www.nbcnews.com/select/shopping/last-minute-valentines-day-gifts-ncna1288868,starter
"CNN anchor invokes Nazi Germany, blasts Trump's 'antisemitic and incredibly dangerous' remarks on Jewish Dems",FoxNews,2024-03-19,2024,https://www.foxnews.com/media/cnn-anchor-invokes-nazi-germany-blasts-trumps-antisemitic-incredibly-dangerous-remarks-jewish-dems.print,starter
"Tequila is more than just a shot, plus other fun facts about this spirit",FoxNews,2024-07-24,2024,https://www.foxnews.com/food-drink/tequila-more-than-shot-fun-facts-spirit,starter
"On this day in history, December 14, 1977, 'Saturday Night Fever' debuts, capturing disco era in America",FoxNews,2023-12-14,2023,https://www.foxnews.com/lifestyle/this-day-history-dec-14-1977-saturday-night-fever-debuts-disco-era,starter
"Ron DeSantis' super PAC Never Back Down loses Jeff Roe, its top strategist",NBC,2023-12-17,2023,https://www.nbcnews.com/politics/2024-election/ron-desantis-super-pac-never-back-down-jeff-roe-top-strategist-rcna130126,starter
"Charlie Kirk, right-wing activist and founder of Turning Point USA, wants to make America Christian again",NBC,2024-06-12,2024,https://www.nbcnews.com/politics/2024-election/charlie-kirk-turning-point-donald-trump-christian-nationalism-rcna156565,starter
Airline passenger's 'awkward' seating arrangement goes viral: 'Never going to recover',FoxNews,2024-09-16,2024,https://www.foxnews.com/travel/airline-passengers-awkward-seating-arrangement-goes-viral-never-going-recover,starter
House leaves town until September with little to show voters,NBC,2024-07-25,2024,https://www.nbcnews.com/politics/congress/house-leaves-town-september-little-show-voters-rcna163638,starter
Web designer who refuses to create sites for same-sex weddings says Colorado law violates free speech rights,FoxNews,2022-03-14,2022,https://www.foxnews.com/politics/lorie-smith-web-designer-free-speech,starter
Florida inches closer to placing abortion measure on 2024 ballot,NBC,2024-01-05,2024,https://www.nbcnews.com/politics/florida-abortion-ballot-measure-2024-constitution-rcna129771,starter
'Obviously a mistake': Sen. Ted Cruz says he regrets going to Cancún while Texans froze,NBC,2021-02-18,2021,https://www.nbcnews.com/politics/congress/sen-ted-cruz-comes-under-fire-after-photos-purportedly-show-n1258249,starter
Trump supporter charged with firing a gun during the Jan. 6 Capitol attack,NBC,2024-03-08,2024,https://www.nbcnews.com/politics/justice-department/trump-supporter-charged-firing-gun-jan-6-capitol-attack-rcna142538,starter
Asian woman punched 125 times in New York attack; suspect charged with attempted murder as hate crime,NBC,2022-03-14,2022,https://www.nbcnews.com/news/asian-america/asian-woman-punched-125-new-york-attack-suspect-charged-attempted-murd-rcna19984,starter
